descriptor	min_depth	max_depth	n_tree_locations
Arteriovenous Malformations	3	5	3
Arteriovenous Shunt, Surgical	3	5	2
Arteritis	4	4	1
Arteriviridae	5	5	1
Arterivirus	6	6	1
Arterivirus Infections	5	5	1
Artesunate	5	6	3
Arthralgia	3	5	4
Arthritis	3	3	1
Arthritis, Experimental	4	4	2
Arthritis, Gouty	4	6	5
Arthritis, Infectious	2	4	2
Arthritis, Juvenile	3	4	4
Arthritis, Psoriatic	4	7	4
Arthritis, Reactive	3	7	5
Arthritis, Rheumatoid	3	4	4
Arthritis-Encephalitis Virus, Caprine	6	6	1
Arthrobacter	5	7	2
Arthrocentesis	4	6	4
Arthrodermataceae	5	5	1
Arthrodesis	3	3	1
Arthrography	5	5	1
Arthrogryposis	3	4	4
Arthrometry, Articular	4	5	2
Arthropathy, Neurogenic	3	3	1
Arthroplasty	3	3	2
Arthroplasty, Replacement	3	4	3
Arthroplasty, Replacement, Ankle	4	5	3
Arthroplasty, Replacement, Elbow	4	5	3
Arthroplasty, Replacement, Finger	4	5	3
Arthroplasty, Replacement, Hip	4	5	3
Arthroplasty, Replacement, Knee	4	5	3
Arthroplasty, Replacement, Shoulder	4	5	3
Arthroplasty, Subchondral	4	4	2
Arthropod Antennae	2	2	1
Arthropod Proteins	3	3	1
Arthropod Vectors	5	6	2
Arthropod Venoms	3	4	2
Arthropods	4	4	1
Arthroscopes	4	4	2
Arthroscopy	3	5	3
Arthus Reaction	4	4	1
Articulation Disorders	7	8	2
Artifacts	2	2	1
Artificial Cells	5	5	2
Artificial Gene Fusion	4	4	1
Artificial Intelligence	3	4	2
Artificial Lens Implant Migration	3	4	2
Artificial Life	4	5	2
Artificial Limbs	3	4	3
Artificial Organs	3	3	1
Artificial Virus-Like Particles	2	2	1
Artificially Sweetened Beverages	3	4	2
Artiodactyla	7	7	1
Artocarpus	10	10	1
Aruba	4	4	2
Arum	10	10	1
Arvicolinae	9	9	1
Aryl Hydrocarbon Hydroxylases	4	7	3
Aryl Hydrocarbon Receptor Nuclear Translocator	6	6	4
Arylalkylamine N-Acetyltransferase	6	6	1
Arylamine N-Acetyltransferase	6	6	1
Aryldialkylphosphatase	6	6	1
Arylformamidase	5	5	1
Arylsulfatases	6	6	1
Arylsulfonates	6	6	1
Arylsulfonic Acids	5	5	1
Arylsulfotransferase	6	6	1
Arytenoid Cartilage	4	5	3
Asarum	8	8	1
Asbestos	4	6	2
Asbestos, Amosite	4	8	5
Asbestos, Amphibole	5	7	2
Asbestos, Crocidolite	6	8	2
Asbestos, Serpentine	4	7	5
Asbestosis	3	5	3
Ascariasis	7	7	1
Ascaridia	8	8	1
Ascaridiasis	7	7	1
Ascaridida	7	7	1
Ascaridida Infections	6	6	1
Ascaridoidea	8	8	1
Ascaris	9	9	1
Ascaris lumbricoides	10	10	1
Ascaris suum	10	10	1
Ascites	3	3	1
Ascitic Fluid	3	3	1
Asclepias	9	9	1
Ascomycota	3	3	1
Ascophyllum	4	4	1
Ascorbate Oxidase	4	4	1
Ascorbate Peroxidases	5	5	1
Ascorbic Acid	3	5	3
Ascorbic Acid Deficiency	6	6	1
Ascoviridae	3	3	2
Asepsis	7	7	1
Asfarviridae	3	3	1
Asia	2	2	1
Asia, Central	3	3	1
Asia, Eastern	3	3	1
Asia, Northern	3	3	1
Asia, Southeastern	3	3	1
Asia, Southern	4	4	1
Asia, Western	3	3	1
Asialoglycoprotein Receptor	5	5	2
Asialoglycoproteins	4	4	2
Asian	4	6	3
Asian American Native Hawaiian and Pacific Islander	3	3	1
Asian People	3	3	1
Asimina	8	8	1
Aspalathus	8	8	1
Asparagaceae	9	9	1
Asparagales	8	8	1
Asparaginase	5	5	1
Asparagine	4	4	3
Asparaginyl Endopeptidase	7	7	2
Asparagus Plant	10	10	1
Aspartame	5	5	1
Aspartate Aminotransferase, Cytoplasmic	7	7	1
Aspartate Aminotransferase, Mitochondrial	7	7	1
Aspartate Aminotransferases	6	6	1
Aspartate Ammonia-Lyase	6	6	1
Aspartate Carbamoyltransferase	4	6	2
Aspartate Kinase	6	6	1
Aspartate-Ammonia Ligase	6	6	1
Aspartate-Semialdehyde Dehydrogenase	6	6	1
Aspartate-tRNA Ligase	6	6	1
Aspartic Acid	4	4	3
Aspartic Acid Endopeptidases	6	6	2
Aspartic Acid Proteases	5	5	1
Aspartokinase Homoserine Dehydrogenase	4	7	3
Aspartylglucosaminuria	5	5	2
Aspartylglucosylaminase	5	5	1
Asperger Syndrome	5	5	1
Aspergillosis	4	4	1
Aspergillosis, Allergic Bronchopulmonary	3	6	7
Aspergillus	4	4	1
Aspergillus flavus	5	5	1
Aspergillus fumigatus	5	5	1
Aspergillus nidulans	5	5	1
Aspergillus niger	5	5	1
Aspergillus ochraceus	5	5	1
Aspergillus oryzae	5	5	1
Aspermia	5	5	3
Asphodelaceae	9	9	1
Asphyxia	2	4	2
Asphyxia Neonatorum	3	3	1
Aspidosperma	9	9	1
Aspirations, Psychological	3	4	2
Aspirin	9	9	1
Aspirin, Dipyridamole Drug Combination	3	10	3
Assertiveness	3	3	1
Assisted Circulation	2	2	1
Assisted Living Facilities	3	4	2
Association	4	4	2
Association Learning	5	5	1
Astacoidea	7	7	1
Astatine	4	5	3
Astemizole	5	5	1
Aster Plant	8	8	1
Asteraceae	7	7	1
Asterias	6	6	1
Asterina	6	6	1
Asthenia	3	3	1
Asthenopia	2	2	1
Asthenozoospermia	5	5	3
Asthma	3	5	4
Asthma, Aspirin-Induced	4	4	4
Asthma, Exercise-Induced	4	6	4
Asthma, Occupational	2	6	4
Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome	3	6	6
Astigmatism	3	3	1
Astragalus gummifer	9	9	1
Astragalus Plant	8	8	1
Astragalus propinquus	9	9	1
Astringents	4	5	2
Astrocytes	3	3	2
Astrocytoma	6	7	3
Astrology	3	3	1
Astronauts	3	3	1
Astronomical Objects	3	3	1
Astronomical Phenomena	2	2	1
Astronomy	3	3	1
Astroviridae	4	4	1
Astroviridae Infections	4	4	1
Asymmetric Cell Division	3	7	5
Asymptomatic Diseases	4	4	1
Asymptomatic Infections	2	5	2
AT Rich Sequence	4	5	2
AT-Hook Motifs	8	8	1
Atadenovirus	4	4	1
Ataxia	4	5	2
Ataxia Telangiectasia	3	7	8
Ataxia Telangiectasia Mutated Proteins	5	8	4
Ataxin-1	5	5	2
Ataxin-10	5	5	1
Ataxin-2	5	6	4
Ataxin-3	4	5	3
Ataxin-7	5	5	2
Ataxins	4	4	2
Atazanavir Sulfate	4	4	2
Ateles geoffroyi	12	12	1
Atelidae	10	10	1
Atelinae	11	11	1
Atenolol	6	6	3
Atherectomy	4	6	4
Atherectomy, Coronary	5	7	8
Atherosclerosis	5	5	1
Athetosis	4	5	2
Athletes	2	2	1
Athletic Injuries	2	2	1
Athletic Performance	5	5	1
Athletic Tape	3	5	2
Athletic Trainers	4	5	2
Atlantic Islands	3	3	1
Atlantic Ocean	3	3	1
Atlanto-Axial Joint	4	4	1
Atlanto-Occipital Joint	4	4	1
Atlas	2	2	1
Atlases as Topic	7	7	1
Atmosphere	4	4	2
Atmosphere Exposure Chambers	2	2	1
Atmospheric Pressure	4	5	2
Atomic Bomb Survivors	3	3	1
Atomoxetine Hydrochloride	4	4	1
Atorvastatin	4	5	2
Atovaquone	4	5	2
ATP Binding Cassette Transporter 1	7	7	5
ATP Binding Cassette Transporter, Subfamily A	6	6	5
ATP Binding Cassette Transporter, Subfamily A, Member 4	7	7	5
ATP Binding Cassette Transporter, Subfamily B	6	9	7
ATP Binding Cassette Transporter, Subfamily B, Member 1	7	10	7
ATP Binding Cassette Transporter, Subfamily B, Member 11	7	10	7
ATP Binding Cassette Transporter, Subfamily B, Member 2	7	10	7
ATP Binding Cassette Transporter, Subfamily B, Member 3	7	10	7
ATP Binding Cassette Transporter, Subfamily D	6	6	5
ATP Binding Cassette Transporter, Subfamily D, Member 1	7	7	5
ATP Binding Cassette Transporter, Subfamily G	6	6	5
ATP Binding Cassette Transporter, Subfamily G, Member 1	7	7	5
ATP Binding Cassette Transporter, Subfamily G, Member 2	7	7	5
ATP Binding Cassette Transporter, Subfamily G, Member 5	3	7	7
ATP Binding Cassette Transporter, Subfamily G, Member 8	3	7	7
ATP Citrate (pro-S)-Lyase	5	5	1
ATP Phosphoribosyltransferase	6	6	1
ATP Synthetase Complexes	6	6	1
ATP-Binding Cassette Sub-Family B Member 4	7	10	7
ATP-Binding Cassette Transporters	5	5	5
ATP-Binding Cassette, Sub-Family C Proteins	6	9	4
ATP-Dependent Endopeptidases	6	8	5
ATP-Dependent Proteases	5	7	4
ATPase Inhibitory Protein	4	4	1
ATPases Associated with Diverse Cellular Activities	5	6	3
Atractylis	8	8	1
Atractylodes	8	8	1
Atractyloside	3	5	2
Atracurium	6	6	1
Atrasentan	4	5	3
Atrazine	4	4	1
Atrial Appendage	4	4	1
Atrial Fibrillation	4	4	2
Atrial Flutter	4	4	2
Atrial Function	3	3	1
Atrial Function, Left	4	4	1
Atrial Function, Right	4	4	1
Atrial Myosins	8	10	4
Atrial Natriuretic Factor	5	5	2
Atrial Natriuretic Factor Receptor B	7	8	3
Atrial Premature Complexes	5	5	3
Atrial Pressure	4	4	2
Atrial Remodeling	3	4	3
Atrial Septum	4	4	1
Atrioventricular Block	5	5	3
Atrioventricular Node	4	4	1
Atriplex	10	10	1
Atropa	9	9	1
Atropa belladonna	10	10	1
Atrophic Maxilla	4	5	4
Atrophic Vaginitis	6	7	2
Atrophy	3	3	1
Atropine	5	7	5
Atropine Derivatives	4	6	5
Attachment Sites, Microbiological	5	5	1
Attention	4	4	1
Attention Deficit and Disruptive Behavior Disorders	3	3	1
Attention Deficit Disorder with Hyperactivity	4	4	1
Attentional Bias	5	5	1
Attentional Blink	5	5	1
Attitude	2	2	1
Attitude of Health Personnel	3	3	2
Attitude to Computers	3	3	1
Attitude to Death	3	3	2
Attitude to Health	3	3	2
Atypical Bacterial Forms	2	2	2
Atypical Hemolytic Uremic Syndrome	6	8	6
Atypical Squamous Cells of the Cervix	3	8	5
AU Rich Elements	6	9	4
Audioanalgesia	3	3	1
Audiologists	3	4	2
Audiology	3	3	1
Audiometry	5	5	1
Audiometry, Evoked Response	6	6	1
Audiometry, Pure-Tone	6	6	1
Audiometry, Speech	6	6	1
Audiovisual Aids	4	5	2
Auditory Acuity	4	5	2
Auditory Brain Stem Implantation	3	4	2
Auditory Brain Stem Implants	3	7	4
Auditory Cortex	9	9	2
Auditory Diseases, Central	4	4	2
Auditory Fatigue	5	6	2
Auditory Pathways	4	4	1
Auditory Perception	3	4	2
Auditory Perceptual Disorders	4	6	6
Auditory Threshold	4	5	3
Augmented Reality	3	4	2
Auranofin	5	5	1
Aureobasidium	4	4	1
Auricularia	4	4	1
Auriculotherapy	3	3	1
Aurintricarboxylic Acid	5	5	1
Aurodox	6	6	1
Aurora Kinase A	5	9	3
Aurora Kinase B	5	9	3
Aurora Kinase C	5	9	3
Aurora Kinases	4	8	3
Aurothioglucose	4	4	1
Aurovertins	4	4	1
Auscultation	4	4	1
Australasia	3	3	1
Australasian People	4	4	1
Australia	3	4	2
Australian Aboriginal and Torres Strait Islander Peoples	4	5	2
Australian Capital Territory	4	5	2
Austria	3	3	1
Austria-Hungary	3	3	1
Austrobaileyales	7	7	1
Autacoids	3	3	1
Authoritarianism	3	3	1
Authorship	5	5	1
Autism Spectrum Disorder	4	4	1
Autistic Disorder	5	5	1
Autoanalysis	2	2	1
Autoantibodies	7	7	3
Autoantigens	3	3	1
Autobiographies as Topic	4	4	1
Autobiography	4	5	3
Autocrine Communication	3	3	1
Autoencoder	3	7	8
Autoexperimentation	3	6	2
Autogenic Training	4	5	2
Autografts	3	3	1
Autoimmune Diseases	2	2	1
Autoimmune Diseases of the Nervous System	2	3	2
Autoimmune Hypophysitis	3	7	3
Autoimmune Inner Ear Disease	3	4	2
Autoimmune Lymphoproliferative Syndrome	3	4	4
Autoimmune Pancreatitis	3	6	3
Autoimmune-Inflammatory Syndrome Induced by Adjuvants	3	3	1
Autoimmunity	3	3	1
Autolysis	6	6	1
Automated Facial Recognition	5	6	2
Automation	3	3	1
Automation, Laboratory	2	4	2
Automatism	5	5	1
Automobile Driver Examination	3	3	1
Automobile Driving	2	2	1
Automobiles	4	4	1
Autonomic Agents	5	5	1
Autonomic Denervation	4	4	1
Autonomic Dysreflexia	3	4	2
Autonomic Fibers, Postganglionic	4	5	4
Autonomic Fibers, Preganglionic	5	5	6
Autonomic Nerve Block	5	5	2
Autonomic Nervous System	3	3	1
Autonomic Nervous System Diseases	2	2	1
Autonomic Pathways	4	4	2
Autonomous Robots	5	6	3
Autonomous Vehicles	4	4	1
Autophagic Cell Death	3	4	2
Autophagosomes	9	9	1
Autophagy	2	2	1
Autophagy-Related Protein 12	4	4	2
Autophagy-Related Protein 5	4	4	1
Autophagy-Related Protein 7	4	4	1
Autophagy-Related Protein 8 Family	4	6	3
Autophagy-Related Protein-1 Homolog	4	8	3
Autophagy-Related Proteins	3	3	1
Autopsy	2	5	3
Autoradiography	3	5	3
Autoreceptors	5	7	2
Autosomal Emery-Dreifuss Muscular Dystrophy	4	7	4
Autosuggestion	5	6	2
Autotrophic Processes	2	3	2
Autovaccines	5	5	1
Auxilins	5	5	1
Avalanches	3	5	2
Avapritinib	4	5	3
Avastrovirus	5	5	1
Avatar	4	5	3
Avena	8	8	1
Averrhoa	8	8	1
Aversive Agents	3	7	6
Aversive Therapy	4	4	1
Aviadenovirus	4	4	1
Avian Leukosis	3	5	6
Avian Leukosis Virus	5	5	2
Avian Myeloblastosis Virus	5	5	2
Avian Proteins	3	3	1
Avian Sarcoma Viruses	5	5	2
Aviation	3	3	1
Avibirnavirus	5	5	1
Avicennia	9	9	1
Avidin	4	7	5
Avihepadnavirus	4	4	2
Avipoxvirus	5	5	1
Avitaminosis	5	5	1
Avoidance Learning	5	6	2
Avoidant Restrictive Food Intake Disorder	3	3	1
Avulavirus	7	7	1
Avulavirus Infections	6	6	1
Awards and Prizes	2	2	1
Awareness	4	4	1
Axenic Culture	4	5	3
Axial Length, Eye	3	7	2
Axial Spondyloarthritis	4	7	3
Axilla	4	4	1
Axillary Artery	4	4	1
Axillary Vein	4	4	1
Axillofemoral Bypass Grafting	3	4	2
Axin Protein	4	5	2
Axin Signaling Complex	3	4	2
Axinella	5	5	1
Axis, Cervical Vertebra	6	6	1
Axitinib	4	8	5
Axl Receptor Tyrosine Kinase	6	9	4
Axon Fasciculation	5	8	4
Axon Guidance	5	8	4
Axon Initial Segment	5	5	3
Axonal Transport	3	4	3
Axonemal Dyneins	6	8	5
Axoneme	8	8	1
Axons	4	4	3
Axotomy	4	4	1
Aza Compounds	2	2	1
Azabicyclo Compounds	3	4	2
Azacitidine	3	6	4
Azacosterol	5	7	3
Azadirachta	8	8	1
Azaguanine	3	8	2
Azaperone	4	4	1
Azaserine	5	5	1
Azasteroids	5	5	1
Azathioprine	4	6	3
Azauridine	3	6	4
Azepines	3	3	1
Azerbaijan	4	4	1
Azetidinecarboxylic Acid	4	5	4
Azetidines	4	4	1
Azetines	3	3	1
Azides	2	3	2
Azinphosmethyl	5	5	3
Aziridines	4	4	1
Azirines	3	3	1
Azithromycin	6	6	1
Azlocillin	7	8	3
Azo Compounds	2	2	1
Azoarcus	3	5	3
Azocines	3	3	1
Azoles	3	3	1
Azoospermia	5	5	3
Azores	4	4	1
Azorhizobium	3	5	3
Azorhizobium caulinodans	4	6	3
Azospirillum	6	6	2
Azospirillum brasilense	3	7	3
Azospirillum lipoferum	3	7	3
Azotemia	3	7	4
Azotobacter	5	6	2
Azotobacter vinelandii	6	7	2
Azoxymethane	3	3	1
Aztreonam	5	6	4
Azulenes	3	7	3
Azure Stains	4	5	2
Azurin	4	4	2
Azygos Vein	4	4	1
B-Cell Activating Factor	4	6	6
B-Cell Activation Factor Receptor	8	8	1
B-Cell CLL-Lymphoma 10 Protein	6	6	5
B-Cell Lymphoma 3 Protein	4	6	2
B-Cell Maturation Antigen	8	8	1
B-Lymphocyte Subsets	4	8	8
B-Lymphocytes	3	7	5
B-Lymphocytes, Regulatory	5	9	7
B30.2-SPRY Domain	9	9	1
B7 Antigens	3	4	4
B7-1 Antigen	4	5	4
B7-2 Antigen	4	5	5
B7-H1 Antigen	4	5	5
Babesia	6	6	1
Babesia bovis	7	7	1
Babesia microti	7	7	1
Babesiosis	4	5	5
Babuvirus	4	4	1
Baccharis	8	8	1
Bacillaceae	4	5	5
Bacillaceae Infections	5	5	1
Bacillales	3	3	2
Bacilloscopy	4	4	1
Bacillota	2	2	1
Bacillus	5	6	5
Bacillus amyloliquefaciens	6	7	5
Bacillus anthracis	6	7	5
Bacillus cereus	6	7	5
Bacillus clausii	6	7	5
Bacillus coagulans	6	7	5
Bacillus firmus	6	7	5
Bacillus licheniformis	6	7	5
Bacillus megaterium	6	7	5
Bacillus Phages	3	3	1
Bacillus pumilus	6	7	5
Bacillus subtilis	6	7	5
Bacillus thuringiensis	6	7	5
Bacillus thuringiensis Toxins	4	4	1
Bacitracin	4	4	2
Back	3	3	1
Back Injuries	2	2	1
Back Muscles	4	4	1
Back Pain	5	5	3
Background Radiation	4	4	1
Backtracking Algorithms	3	4	2
Baclofen	7	7	1
Bacopa	9	9	1
Bacteremia	3	6	3
Bacteria	1	1	1
Bacteria, Aerobic	2	2	1
Bacteria, Anaerobic	2	2	1
Bacteria, Thermoduric	2	2	1
Bacterial Adhesion	3	3	1
Bacterial Capsules	2	2	1
Bacterial Chromatophores	2	7	2
Bacterial Infections	3	3	1
Bacterial Infections and Mycoses	2	2	1
Bacterial Load	3	6	5
Bacterial Lysates	3	3	1
Bacterial Outer Membrane	2	4	2
Bacterial Outer Membrane Proteins	4	4	2
Bacterial Physiological Phenomena	2	2	1
Bacterial Proteins	3	3	1
Bacterial Proton-Translocating ATPases	4	9	5
Bacterial Secretion Systems	4	4	1
Bacterial Shedding	2	2	1
Bacterial Structures	1	1	1
Bacterial Toxins	3	3	1
Bacterial Transferrin Receptor Complex	5	6	3
Bacterial Translocation	3	3	1
Bacterial Typing Techniques	5	6	2
Bacterial Vaccines	4	4	1
Bacterial Zoonoses	3	4	3
Bacteriochlorophyll A	5	5	1
Bacteriochlorophylls	4	7	4
Bacteriocin Plasmids	4	4	1
Bacteriocins	4	5	2
Bacteriological Techniques	4	5	2
Bacteriology	5	5	1
Bacteriolysis	3	3	1
Bacteriophage HK022	4	5	3
Bacteriophage IKe	5	5	2
Bacteriophage lambda	4	5	3
Bacteriophage M13	4	5	3
Bacteriophage mu	4	5	3
Bacteriophage N4	4	5	3
Bacteriophage P1	4	5	3
Bacteriophage P2	4	5	3
Bacteriophage P22	4	5	3
Bacteriophage Pf1	4	5	3
Bacteriophage phi 6	4	5	3
Bacteriophage phi X 174	4	5	3
Bacteriophage PRD1	4	4	2
Bacteriophage Receptors	5	6	3
Bacteriophage T3	5	5	3
Bacteriophage T4	5	5	3
Bacteriophage T7	5	5	3
Bacteriophage Typing	6	7	2
Bacteriophages	2	2	1
Bacteriorhodopsins	4	8	4
Bacteriuria	3	6	4
Bacteroidaceae	4	5	2
Bacteroidaceae Infections	5	5	1
Bacteroides	5	6	2
Bacteroides fragilis	6	7	2
Bacteroides Infections	6	6	1
Bacteroides thetaiotaomicron	6	7	2
Bacteroidetes	3	3	1
Baculoviral IAP Repeat-Containing 3 Protein	6	7	3
Baculoviridae	3	3	2
Badnavirus	4	4	2
Bahamas	4	5	2
Bahrain	5	5	1
Balaenoptera	9	9	1
Balamuthia mandrillaris	3	3	1
Balanced Anesthesia	4	4	1
Balanites	8	8	1
Balanitis	5	5	2
Balanitis Xerotica Obliterans	6	6	2
Balanophoraceae	7	7	1
Balantidiasis	4	5	3
Balantidium	7	7	1
BALB 3T3 Cells	5	5	2
Balkan Nephropathy	6	8	3
Balkan Peninsula	3	3	1
Ballistocardiography	5	5	1
Balloon Embolectomy	3	5	3
Balloon Enteroscopy	5	7	4
Balloon Occlusion	3	4	4
Balloon Valvuloplasty	3	3	2
Ballota	9	9	1
Balneology	2	2	1
Balsaminaceae	8	8	1
Balsams	5	5	2
Baltic States	4	4	1
Baltimore	3	7	2
Bambermycins	4	4	1
Bambusa	8	8	1
Bandages	2	2	1
Bandages, Hydrocolloid	3	3	1
Bangladesh	5	5	1
Banisteriopsis	10	10	1
Bankart Lesions	4	4	2
Banking, Personal	5	5	1
Bankruptcy	4	4	1
Barbados	4	5	2
Barbarea	8	8	1
Barber Surgeons	5	6	2
Barbering	3	3	1
Barbital	6	6	1
Barbiturates	5	5	1
Bardet-Biedl Syndrome	4	5	4
Bariatric Medicine	3	3	1
Bariatric Surgery	2	4	2
Bariatrics	3	3	1
Barium	4	4	4
Barium Compounds	2	2	1
Barium Enema	4	6	2
Barium Radioisotopes	4	4	1
Barium Sulfate	3	6	2
Baroreflex	4	4	2
Barotrauma	2	2	1
Barrett Esophagus	3	4	2
Barrington's Nucleus	8	8	1
Barringtonia	9	9	1
Barth Syndrome	4	5	8
Bartholin's Glands	3	5	2
Bartonella	4	5	2
Bartonella bacilliformis	5	6	2
Bartonella henselae	5	6	2
Bartonella Infections	6	6	1
Bartonella quintana	5	6	2
Bartonellaceae	3	4	2
Bartonellaceae Infections	5	5	1
Bartter Syndrome	5	7	4
Basal Bodies	8	8	1
Basal Cell Carcinoma	5	6	4
Basal Cell Nevus Syndrome	3	7	10
Basal Forebrain	8	10	2
Basal Ganglia	7	7	1
Basal Ganglia Cerebrovascular Disease	4	5	3
Basal Ganglia Diseases	4	4	1
Basal Ganglia Hemorrhage	5	7	6
Basal Metabolism	3	3	1
Basal Nucleus of Meynert	9	9	1
Base Composition	3	3	1
Base Pair Mismatch	3	4	2
Base Pairing	4	6	3
Base Sequence	3	6	3
Baseball	5	5	1
Basement Membrane	3	5	2
Bashkiria	5	5	1
Basic Helix-Loop-Helix Leucine Zipper Transcription Factors	5	5	4
Basic Helix-Loop-Helix Proteins	4	4	2
Basic Reproduction Number	4	7	5
Basic-Leucine Zipper Transcription Factors	4	4	2
Basidiomycota	3	3	1
Basigin	4	5	4
Basilar Artery	4	4	1
Basilar Membrane	4	5	2
Basiliximab	9	9	3
Basketball	5	5	1
Basolateral Nuclear Complex	6	9	2
Basophil Degranulation Test	4	5	3
Basophils	4	6	4
Bass	7	7	1
Bassia scoparia	8	8	1
Batch Cell Culture Techniques	5	5	1
Bathing Beaches	3	3	1
Bathroom Equipment	2	2	1
Baths	3	3	1
Batrachochytrium	4	4	1
Batrachoidiformes	6	6	1
Batrachotoxins	4	5	2
Batroxobin	6	8	4
Battered Child Syndrome	4	4	1
Battered Men	3	3	1
Battered Women	3	3	1
Bauhinia	8	8	1
Bay-Region, Polycyclic Aromatic Hydrocarbon	5	5	2
Bayes Theorem	5	6	3
Bays	4	4	1
BCG Vaccine	6	6	1
bcl-2 Homologous Antagonist-Killer Protein	6	6	2
bcl-2-Associated X Protein	6	6	2
Bcl-2-Like Protein 11	4	6	4
bcl-Associated Death Protein	4	6	3
bcl-X Protein	6	6	2
Bdellovibrio	4	5	2
Bdellovibrio bacteriovorus	5	6	2
Beak	2	2	1
Beauty	4	5	2
Beauty Culture	3	3	1
Beauveria	4	5	2
Becaplermin	5	6	4
Beckwith-Wiedemann Syndrome	4	4	4
Beclin-1	4	5	3
Beclomethasone	5	7	2
Bed Conversion	5	5	1
Bed Occupancy	3	3	1
Bed Rest	2	2	1
Bedbugs	9	9	1
Bedding and Linens	3	3	2
Bedridden Persons	2	2	1
Beds	3	3	1
Bee Venoms	4	5	2
Beekeeping	3	3	1
Beer	4	5	6
Bees	10	10	1
Beggiatoa	5	5	2
Beginning of Human Life	4	4	1
Begomovirus	4	4	2
Begoniaceae	7	7	1
Behavior	2	2	1
Behavior and Behavior Mechanisms	1	1	1
Behavior Control	2	4	3
Behavior Observation Techniques	3	3	2
Behavior Rating Scale	3	3	1
Behavior Therapy	3	3	1
Behavior, Addictive	5	5	1
Behavior, Animal	3	3	1
Behavioral Disciplines and Activities	1	1	1
Behavioral Medicine	3	3	2
Behavioral Research	3	4	2
Behavioral Risk Factor Surveillance System	6	7	3
Behavioral Sciences	2	2	1
Behavioral Symptoms	3	3	1
Behaviorism	3	3	1
Behcet Syndrome	3	6	6
Behind-the-Counter Drugs	3	3	1
Beijerinckiaceae	3	4	2
Beijing	3	5	2
Belgium	3	3	1
Belize	4	4	1
Bell Palsy	3	5	4
Belladonna Alkaloids	4	4	2
Beloniformes	7	7	1
Beluga Whale	9	9	1
Bemegride	5	5	1
Benactyzine	5	7	2
Bence Jones Protein	7	7	3
Benchmarking	3	5	5
Bencyclane	7	7	1
Bendamustine Hydrochloride	5	6	3
Bender-Gestalt Test	4	4	2
Bendroflumethiazide	5	6	3
Beneficence	4	6	2
Benign Paroxysmal Positional Vertigo	4	6	3
Benin	5	5	1
Benomyl	5	5	2
Benperidol	4	4	1
Benserazide	3	3	1
Bentonite	5	7	4
Benz(a)Anthracenes	3	6	2
Benzaldehyde Dehydrogenase (NADP+)	6	6	1
Benzaldehydes	3	3	1
Benzalkonium Compounds	4	5	2
Benzamides	3	7	3
Benzamidines	3	3	1
Benzazepines	4	4	1
Benzbromarone	5	5	1
Benzenaminium, 4,4'-(3-oxo-1,5-pentanediyl)bis(N,N-dimethyl-N-2-propenyl-), Dibromide	4	4	1
Benzene	6	6	1
Benzene Derivatives	5	5	1
Benzeneacetamides	4	6	2
Benzenesulfonamides	4	6	3
Benzenesulfonates	6	7	2
Benzethonium	4	5	2
Benzhydryl Compounds	6	6	1
Benzidines	7	7	1
Benzilates	4	6	2
Benzimidazoles	4	4	1
Benzo(a)pyrene	5	8	2
Benzoate 4-Monooxygenase	6	6	1
Benzoates	4	6	2
Benzocaine	7	9	2
Benzocycloheptenes	3	6	2
Benzodiazepines	5	5	1
Benzodiazepinones	6	6	1
Benzodioxoles	4	4	2
Benzoflavones	7	7	2
Benzofurans	4	4	1
Benzoic Acid	5	7	2
Benzoin	4	4	1
Benzoisochromanequinones	4	6	5
Benzolamide	4	6	4
Benzomorphans	5	5	2
Benzophenanthridines	3	5	3
Benzophenoneidum	4	4	1
Benzophenones	3	6	2
Benzopyrans	4	4	2
Benzopyrene Hydroxylase	5	8	3
Benzopyrenes	4	7	2
Benzoquinones	3	3	1
Benzothiadiazines	4	5	3
Benzothiazoles	4	5	2
Benzothiepins	3	4	2
Benzoxazines	4	4	2
Benzoxazoles	4	4	1
Benzoxepins	4	4	1
Benzoyl Peroxide	5	7	2
Benzoylarginine Nitroanilide	4	5	4
Benzoylarginine-2-Naphthylamide	3	5	3
Benzoylcholine	5	7	4
Benzphetamine	7	7	1
Benztropine	4	6	4
Benzydamine	5	6	2
Benzyl Alcohol	4	8	2
Benzyl Alcohols	3	7	2
Benzyl Compounds	6	6	1
Benzyl Viologen	6	6	1
Benzylamine Oxidase	6	6	1
Benzylamines	3	7	2
Benzylammonium Compounds	4	4	1
Benzylidene Compounds	6	6	1
Benzylisoquinolines	3	5	2
Bephenium Compounds	4	5	2
Bepridil	4	4	1
Berberidaceae	7	7	1
Berberine	5	5	2
Berberine Alkaloids	4	4	2
Berberis	8	8	1
Bereavement	3	3	1
Beriberi	8	8	1
Berkelium	4	6	5
Berlin	3	4	2
Bermuda	4	4	1
Bernard-Soulier Syndrome	4	5	4
Bertholletia	9	9	1
Berylliosis	3	5	3
Beryllium	4	4	3
Besnoitia	7	7	1
Bestrophins	4	7	4
beta 2-Glycoprotein I	4	4	3
beta 2-Microglobulin	6	6	7
beta Carotene	4	9	4
beta Catenin	4	5	3
beta Karyopherins	5	7	3
beta Lactam Antibiotics	6	6	1
Beta Particles	4	4	1
Beta Rhythm	4	6	4
Beta vulgaris	8	8	1
