descriptor	min_depth	max_depth	n_tree_locations
beta-Adrenergic Receptor Kinases	6	9	2
beta-Alanine	4	4	1
beta-Alanine-Pyruvate Transaminase	6	6	1
beta-Aminoethyl Isothiourea	4	5	2
beta-Amylase	6	6	1
beta-Arrestin 1	6	7	4
beta-Arrestin 2	6	7	4
beta-Arrestins	5	6	4
beta-Carotene 15,15'-Monooxygenase	7	7	1
Beta-Cryptoxanthin	6	11	4
beta-Crystallin A Chain	6	6	1
beta-Crystallin B Chain	6	6	1
beta-Crystallins	5	5	1
beta-Cyclodextrins	4	7	3
beta-D-Galactoside alpha 2-6-Sialyltransferase	6	6	1
beta-Defensins	5	7	3
beta-Endorphin	6	7	8
beta-Fructofuranosidase	5	5	1
beta-Galactosidase	6	6	1
beta-Galactoside alpha-2,3-Sialyltransferase	6	6	1
beta-Globins	6	7	2
Beta-Globulins	5	5	2
beta-Glucans	4	4	1
beta-Glucosidase	7	7	1
beta-Hexosaminidase alpha Chain	8	8	1
beta-Hexosaminidase beta Chain	8	8	2
beta-Keratins	5	6	3
beta-Lactam Resistance	4	7	3
beta-Lactamase Inhibitors	5	6	2
beta-Lactamases	5	5	1
beta-Lactams	3	4	3
beta-Lipotropin	6	7	6
beta-Mannosidase	6	6	1
beta-Mannosidosis	6	6	4
beta-MSH	5	9	8
beta-N-Acetyl-Galactosaminidase	6	6	1
beta-N-Acetylglucosaminylglycopeptide beta-1,4-Galactosyltransferase	7	7	1
beta-N-Acetylhexosaminidases	6	6	1
beta-Naphthoflavone	8	8	2
beta-Synuclein	5	5	1
beta-Thalassemia	5	7	4
beta-Thromboglobulin	3	6	9
beta-Tocopherol	7	7	2
beta-Transducin Repeat-Containing Proteins	5	5	1
Betacellulin	4	5	3
Betacoronavirus	7	7	1
Betacoronavirus 1	8	8	1
Betacyanins	4	7	5
Betaherpesvirinae	4	4	1
Betahistine	4	4	1
betaIG-H3 Protein	5	5	1
Betaine	4	5	2
Betaine-Aldehyde Dehydrogenase	6	6	1
Betaine-Homocysteine S-Methyltransferase	6	6	1
Betainfluenzavirus	5	5	1
Betalains	3	6	5
Betamethasone	5	7	2
Betamethasone Valerate	6	8	2
Betapapillomavirus	5	5	2
Betaproteobacteria	3	3	1
Betaretrovirus	4	4	2
Betaxanthins	4	5	4
Betaxolol	6	6	3
Betazole	5	5	1
Bethanechol	5	6	3
Bethanechol Compounds	4	5	3
Bethanidine	4	4	1
Betrayal	4	4	1
Betula	10	10	1
Betulaceae	9	9	1
Betulinic Acid	7	7	1
Bevacizumab	9	9	3
Beverages	2	3	2
Bexarotene	5	10	6
Bezafibrate	4	9	8
Bezoars	3	3	1
BH3 Interacting Domain Death Agonist Protein	6	6	2
Bhopal Accidental Release	5	5	2
Bhutan	5	5	1
Bias	4	4	2
Bias, Implicit	4	5	2
Bibenzyls	7	7	1
Bible	3	3	1
Bibliographies as Topic	4	5	2
Bibliography	2	2	2
Bibliography of Medicine	5	6	2
Bibliography, Descriptive	5	5	1
Bibliography, National	6	6	1
Bibliometrics	5	6	2
Bibliotherapy	3	6	3
Bicarbonates	5	6	2
Bicornuate Uterus	7	7	1
Bicuculline	4	6	2
Bicuspid	5	5	1
Bicuspid Aortic Valve Disease	4	5	4
Bicyclic Monoterpenes	5	6	2
Bicycling	5	5	1
Bidens	8	8	1
Bifidobacteriales Infections	5	5	1
Bifidobacterium	4	7	2
Bifidobacterium adolescentis	5	8	2
Bifidobacterium animalis	5	8	2
Bifidobacterium bifidum	5	8	2
Bifidobacterium breve	5	8	2
Bifidobacterium longum	5	8	2
Bifidobacterium longum subspecies infantis	6	9	2
Bifidobacterium pseudocatenulatum	5	8	2
Biflavonoids	7	7	2
Big Data	6	6	1
Biglycan	5	6	6
Bignoniaceae	8	8	1
Biguanides	4	4	1
Bilateral Vestibulopathy	3	5	3
Bile	3	3	1
Bile Acids and Salts	4	4	1
Bile Canaliculi	4	5	2
Bile Duct Diseases	3	3	1
Bile Duct Neoplasms	4	5	4
Bile Ducts	3	3	1
Bile Ducts, Extrahepatic	4	4	1
Bile Ducts, Intrahepatic	3	4	2
Bile Pigments	3	6	4
Bile Reflux	3	5	2
Biliary Atresia	3	4	3
Biliary Dyskinesia	5	5	1
Biliary Fistula	3	5	2
Biliary Tract	2	2	1
Biliary Tract Diseases	2	2	1
Biliary Tract Neoplasms	3	4	3
Biliary Tract Surgical Procedures	3	3	1
Biliopancreatic Diversion	3	4	2
Bilirubin	4	7	4
Biliverdine	5	8	4
Bilobalides	6	6	1
Bilophila	5	6	2
Bimatoprost	3	9	4
Binding Sites	4	4	1
Binding Sites, Antibody	2	6	4
Binding, Competitive	3	5	3
Binge Drinking	4	5	3
Binge-Eating Disorder	3	3	1
Binomial Distribution	3	6	4
Bioaccumulation	4	6	3
Bioactive Peptides, Dietary	3	5	4
Bioartificial Organs	4	4	1
Biobehavioral Sciences	5	5	1
Biobibliography	3	3	2
Biocatalysis	2	3	3
Biochemical Phenomena	2	2	1
Biochemistry	3	3	2
Biocompatible Materials	2	4	3
Biocuration	4	4	1
Biodegradable Plastics	4	6	3
Biodegradation, Environmental	5	5	2
Biodiversity	4	5	2
Bioelectric Energy Sources	4	4	1
Bioengineering	3	3	1
Bioenhancers	4	5	2
Bioethical Issues	3	5	2
Bioethics	3	5	2
Biofeedback, Psychology	3	4	4
Biofilms	2	2	2
Biofortification	4	4	1
Biofouling	3	4	3
Biofuels	2	5	2
Biogenic Amines	3	3	1
Biogenic Monoamines	4	4	1
Biogenic Polyamines	4	4	1
Biographies as Topic	3	3	1
Biography	2	3	3
Biohazard Release	4	4	1
Bioisosterism	5	5	1
Biolistics	4	7	2
Biological Assay	2	2	1
Biological Availability	3	4	2
Biological Clocks	4	4	1
Biological Coevolution	3	3	2
Biological Control Agents	3	3	1
Biological Dressings	3	3	1
Biological Evolution	2	2	2
Biological Factors	1	1	1
Biological Mimicry	3	3	1
Biological Monitoring	5	6	2
Biological Ontologies	6	7	3
Biological Oxygen Demand Analysis	5	6	2
Biological Phenomena	1	1	1
Biological Products	2	2	1
Biological Psychiatry	4	4	2
Biological Science Disciplines	2	2	1
Biological Specimen Banks	3	3	1
Biological Therapy	2	2	1
Biological Transport	2	2	1
Biological Transport, Active	3	3	1
Biological Variation, Individual	2	2	1
Biological Variation, Population	2	2	1
Biological Warfare	6	6	1
Biological Warfare Agents	3	5	2
Biology	3	3	1
Bioluminescence Resonance Energy Transfer Techniques	5	5	1
Biomarkers	2	2	1
Biomarkers, Pharmacological	3	3	1
Biomarkers, Tumor	3	3	1
Biomass	4	5	2
Biomechanical Phenomena	3	3	2
Biomedical and Dental Materials	1	3	3
Biomedical Engineering	2	3	2
Biomedical Enhancement	2	5	2
Biomedical Research	4	4	1
Biomedical Technology	4	4	1
Biometric Identification	4	5	2
Biometry	4	4	2
Biomimetic Materials	3	3	1
Biomimetics	4	4	2
Biomineralization	3	7	4
Biomolecular Condensates	3	3	1
Biomphalaria	7	7	1
Bionics	4	4	3
Biopharmaceutics	3	4	2
Biophysical Phenomena	2	2	1
Biophysics	3	3	2
Biopolymers	3	5	3
Bioprinting	2	4	2
Bioprospecting	2	2	1
Bioprosthesis	3	3	1
Biopsy	2	6	7
Biopsy, Fine-Needle	4	8	8
Biopsy, Large-Core Needle	4	8	8
Biopsy, Needle	3	7	8
Biopterins	3	6	2
Bioreactors	2	4	2
Bioresonance Therapy	4	4	1
Biosecurity	4	4	1
Biosensing Techniques	3	3	1
Biosimilar Pharmaceuticals	3	3	1
Biosolids	4	4	1
Biostatistics	4	4	1
Biosurfactants	4	4	1
Biosurveillance	5	5	1
Biosynthetic Pathways	3	3	2
Biota	5	6	2
Biotechnology	3	3	2
Bioterrorism	6	7	3
Biotin	3	5	2
Biotinidase	5	5	1
Biotinidase Deficiency	6	6	4
Biotinylation	2	3	3
Biotransformation	2	4	3
Biperiden	4	6	3
Biphasic Insulins	3	6	3
Biphenyl Compounds	6	6	1
Bipolar and Related Disorders	3	3	1
Bipolar Disorder	4	4	1
Bipolaris	4	4	2
Bird Diseases	2	2	1
Bird Fancier's Lung	2	6	4
Birds	5	5	1
Birdshot Chorioretinopathy	3	8	5
Birefringence	3	3	1
Birnaviridae	4	4	1
Birnaviridae Infections	4	4	1
Birt-Hogg-Dube Syndrome	3	4	2
Birth Certificates	4	6	5
Birth Cohort	3	3	1
Birth Injuries	2	3	2
Birth Intervals	4	4	2
Birth Order	4	6	4
Birth Rate	5	7	4
Birth Setting	6	6	1
Birth Weight	4	8	7
Birthing Centers	3	3	1
Bis(4-Methyl-1-Homopiperazinylthiocarbonyl)disulfide	5	5	1
Bis(5'-adenosyl)triphosphatase	5	5	1
Bis(Chloromethyl) Ether	4	4	1
Bis-Trimethylammonium Compounds	4	4	2
Bisacodyl	8	8	1
Bisbenzimidazole	5	5	1
Bisexuality	4	5	2
Bismuth	4	5	4
Bison	9	9	1
Bisoprolol	6	6	3
Bisphenol A Compounds	8	8	1
Bisphenol A-Glycidyl Methacrylate	5	9	7
Bisphenol B Compounds	8	8	1
Bisphenol F Compounds	7	8	2
Bisphenol S Compounds	7	8	2
Bisphenols	7	7	1
Bisphosphoglycerate Mutase	6	6	1
Bisphosphonate-Associated Osteonecrosis of the Jaw	3	5	4
Bite Force	3	3	1
Bites and Stings	2	3	2
Bites, Human	3	3	1
Bithionol	7	7	1
Bitis	8	10	3
Biureas	4	4	1
Biuret	4	4	1
Biuret Reaction	3	3	1
Bivalvia	5	5	1
Bixaceae	7	7	1
BK Virus	6	6	2
Black or African American	3	6	3
Black People	3	3	1
Black Sea	3	3	1
Black Widow Spider	7	7	1
Blackwater Fever	6	6	2
Bladder Exstrophy	3	6	7
Blade Implantation	5	6	4
Blalock-Taussig Procedure	3	5	2
Bland White Garland Syndrome	5	6	7
Blast Crisis	5	6	6
Blast Injuries	3	3	1
Blastic Plasmacytoid Dendritic Cell Neoplasm	4	4	7
Blastocladiella	4	4	1
Blastocladiomycota	3	3	1
Blastocyst	3	3	1
Blastocyst Inner Cell Mass	4	4	1
Blastocystina	5	5	1
Blastocystis	6	6	1
Blastocystis hominis	7	7	1
Blastocystis Infections	4	5	3
Blastoderm	3	3	1
Blastodisc	3	3	1
Blastomeres	2	5	2
Blastomyces	4	4	1
Blastomycosis	4	5	7
Blastula	3	3	1
Blattellidae	7	7	1
Bleaching Agents	4	4	1
Bleeding Time	3	6	3
Bleomycin	4	4	2
Blepharitis	3	3	1
Blepharophimosis	3	4	3
Blepharoplasty	3	4	2
Blepharoptosis	3	3	1
Blepharospasm	3	3	1
Blighia	8	8	1
Blind Loop Syndrome	4	5	2
Blindness	3	6	3
Blindness, Cortical	4	7	3
Blinking	2	4	2
Blister	3	4	2
Blockchain	4	5	2
Blog	3	4	3
Blogging	3	5	3
Blood	2	3	2
Blood Alcohol Content	4	4	1
Blood Bactericidal Activity	3	4	2
Blood Banking	4	5	3
Blood Banks	4	4	1
Blood Buffy Coat	4	4	1
Blood Cell Count	3	6	7
Blood Cells	2	3	2
Blood Chemical Analysis	4	5	2
Blood Circulation	3	3	1
Blood Circulation Time	4	4	1
Blood Coagulation	4	4	1
Blood Coagulation Disorders	3	3	1
Blood Coagulation Disorders, Inherited	3	4	2
Blood Coagulation Factor Inhibitors	2	2	1
Blood Coagulation Factors	2	4	2
Blood Coagulation Tests	4	5	2
Blood Component Removal	2	2	1
Blood Component Transfusion	4	4	1
Blood Culture	4	5	2
Blood Donation	4	4	1
Blood Donors	3	3	1
Blood Flow Restriction Therapy	4	7	3
Blood Flow Velocity	4	5	2
Blood Gas Analysis	5	6	3
Blood Gas Monitoring, Transcutaneous	6	8	4
Blood Glucose	6	6	1
Blood Glucose Self-Monitoring	4	6	5
Blood Group Antigens	4	4	2
Blood Group Incompatibility	2	3	2
Blood Grouping and Crossmatching	4	6	7
Blood Loss, Surgical	4	4	2
Blood Patch, Epidural	3	7	2
Blood Physiological Phenomena	2	2	1
Blood Platelet Disorders	3	3	1
Blood Platelets	3	4	2
Blood Preservation	4	4	2
Blood Pressure	4	5	2
Blood Pressure Determination	4	4	2
Blood Pressure Monitoring, Ambulatory	5	5	2
Blood Pressure Monitors	4	4	1
Blood Protein Disorders	3	3	1
Blood Protein Electrophoresis	4	6	4
Blood Proteins	3	3	1
Blood Safety	5	6	4
Blood Sedimentation	4	5	2
Blood Specimen Collection	3	5	3
Blood Stains	5	5	1
Blood Substitutes	4	5	2
Blood Transfusion	3	3	1
Blood Transfusion, Autologous	4	4	1
Blood Transfusion, Intrauterine	3	4	2
Blood Urea Nitrogen	5	6	3
Blood Vessel Prosthesis	3	3	1
Blood Vessel Prosthesis Implantation	3	5	2
Blood Vessels	2	2	1
Blood Viscosity	4	5	2
Blood Volume	3	4	2
Blood Volume Determination	4	4	1
Blood-Air Barrier	2	4	2
Blood-Aqueous Barrier	2	4	2
Blood-Borne Infections	3	5	2
Blood-Borne Pathogens	2	2	1
Blood-Brain Barrier	2	4	2
Blood-Nerve Barrier	2	4	2
Blood-Retinal Barrier	2	4	2
Blood-Spinal Cord Barrier	2	4	2
Blood-Testis Barrier	2	6	2
Bloodless Medical and Surgical Procedures	2	4	3
Bloodletting	4	4	1
Bloom Syndrome	4	4	4
Blotting, Far-Western	4	6	6
Blotting, Northern	3	4	3
Blotting, Southern	3	4	3
Blotting, Southwestern	3	4	3
Blotting, Western	3	5	5
Blue Cross Blue Shield Insurance Plans	7	7	1
Blue Light	4	6	4
Blue Toe Syndrome	4	7	2
Blueberry Plants	10	10	1
Bluetongue	3	5	4
Bluetongue virus	6	6	1
Blushing	3	5	2
BNT162 Vaccine	6	7	4
BNT162b5	5	7	5
Bocavirus	5	5	1
Bodily Secretions	2	2	1
Body Burden	4	4	2
Body Composition	2	3	3
Body Constitution	2	4	2
Body Contouring	3	3	2
Body Dissatisfaction	6	6	1
Body Dysmorphic Disorders	3	3	1
Body Fat Distribution	3	6	4
Body Fluid Compartments	2	3	2
Body Fluids	2	2	1
Body Height	4	7	6
Body Image	4	5	2
Body Integrity Identity Disorder	3	3	1
Body Mass Index	4	6	4
Body Modification, Non-Therapeutic	2	3	2
Body Odor	3	3	1
Body Packing	4	5	2
Body Patterning	4	4	1
Body Piercing	3	4	2
Body Regions	1	1	1
Body Remains	4	5	3
Body Satisfaction	6	6	1
Body Size	4	6	4
Body Surface Area	4	6	3
Body Surface Potential Mapping	6	7	2
Body Temperature	2	5	2
Body Temperature Changes	3	3	1
Body Temperature Regulation	3	4	3
Body Water	3	3	1
Body Weight	3	7	7
Body Weight Changes	4	6	2
Body Weight Maintenance	6	6	1
Body Weights and Measures	3	5	3
Body-Weight Trajectory	5	7	2
Boehmeria	10	10	1
Boidae	8	8	1
Bolivia	4	4	1
Bombacaceae	7	7	1
Bombax	10	10	1
Bombesin	4	5	6
Bombs	4	4	1
Bombyx	11	11	1
Bonamia Plant	8	8	1
Bone and Bones	3	3	2
Bone Anteversion	4	4	2
Bone Banks	5	5	1
Bone Cements	4	7	4
Bone Conduction	4	5	3
Bone Cysts	3	3	2
Bone Cysts, Aneurysmal	4	4	2
Bone Demineralization Technique	2	2	1
Bone Demineralization, Pathologic	4	4	2
Bone Density	3	3	1
Bone Density Conservation Agents	4	4	1
Bone Development	5	8	2
Bone Diseases	2	2	1
Bone Diseases, Developmental	3	3	1
Bone Diseases, Endocrine	2	3	2
Bone Diseases, Infectious	2	3	2
Bone Diseases, Metabolic	3	3	2
Bone Lengthening	3	3	1
Bone Malalignment	3	3	1
Bone Marrow	3	3	1
Bone Marrow Cells	2	3	2
Bone Marrow Diseases	3	3	1
Bone Marrow Examination	4	5	2
Bone Marrow Failure Disorders	4	4	1
Bone Marrow Neoplasms	4	4	3
Bone Marrow Purging	3	3	1
Bone Marrow Stromal Antigen 2	4	6	5
Bone Marrow Transplantation	4	5	2
Bone Matrix	4	4	1
Bone Morphogenetic Protein 1	4	10	8
Bone Morphogenetic Protein 15	5	6	6
Bone Morphogenetic Protein 2	5	6	3
Bone Morphogenetic Protein 3	5	6	3
Bone Morphogenetic Protein 4	5	6	3
Bone Morphogenetic Protein 5	5	6	3
Bone Morphogenetic Protein 6	5	6	3
Bone Morphogenetic Protein 7	5	6	3
Bone Morphogenetic Protein Receptors	5	8	3
Bone Morphogenetic Protein Receptors, Type I	6	9	3
Bone Morphogenetic Protein Receptors, Type II	6	9	3
Bone Morphogenetic Proteins	4	5	3
Bone Nails	4	6	3
Bone Neoplasms	3	3	2
Bone Plates	4	6	3
Bone Regeneration	4	4	2
Bone Remodeling	3	3	2
Bone Resorption	3	4	2
Bone Retroversion	4	4	2
Bone Screws	4	6	3
Bone Substitutes	3	5	2
Bone Transplantation	3	5	3
Bone Wires	4	6	3
Bone-Anchored Prosthesis	3	3	1
Bone-Implant Interface	3	4	3
Bone-Patellar Tendon-Bone Grafting	4	5	4
Bone-Patellar Tendon-Bone Grafts	3	3	1
Bones of Lower Extremity	4	4	1
Bones of Upper Extremity	4	4	1
Bongkrekic Acid	5	5	1
Bony Callus	4	4	1
Book Classification	6	6	2
Book Collecting	3	3	1
Book Illustrations	2	2	1
Book Imprints	4	6	2
Book Industry	3	4	2
Book Ornamentation	6	6	1
Book Prices	5	5	1
Book Review	2	2	1
Book Reviews as Topic	5	5	1
Book Selection	4	4	1
Bookbinding	4	4	1
Bookplate	2	2	1
Bookplates as Topic	6	6	1
Books	5	5	1
Books, Illustrated	5	6	2
Bookselling	4	4	1
Boosting Machine Learning Algorithms	3	7	4
Boraginaceae	7	7	1
Borago	8	8	1
Boranes	3	3	2
Borates	4	5	3
Border Disease	3	6	2
Border disease virus	6	6	1
Borderline Personality Disorder	3	3	1
Bordetella	6	6	2
Bordetella avium	7	7	2
Bordetella bronchiseptica	7	7	2
Bordetella Infections	5	5	1
Bordetella parapertussis	7	7	2
Bordetella pertussis	7	7	2
Boredom	3	3	1
Boric Acids	3	4	3
Borinic Acids	3	4	3
Borna Disease	2	5	2
Borna disease virus	6	6	1
Bornaviridae	5	5	1
Borneo	3	4	2
Borohydrides	4	4	2
Boron	4	4	1
Boron Compounds	2	2	2
Boron Neutron Capture Therapy	5	5	1
Boronic Acids	3	4	3
Borrelia	4	6	2
Borrelia burgdorferi	6	8	2
Borrelia burgdorferi Group	5	7	2
Borrelia Infections	6	6	1
Bortezomib	4	5	4
Bosentan	4	7	5
Bosnia and Herzegovina	4	4	1
Boston	3	7	2
Boswellia	8	8	1
Botany	4	4	1
Bothrops	8	10	3
Bothrops asper	9	11	3
Bothrops atrox	9	11	3
Bothrops jararaca	9	11	3
Bothrops jararaca Venom	6	7	2
Botrytis	4	4	1
Botswana	5	5	1
Bottle Feeding	3	6	4
Bottle-Nosed Dolphin	9	9	1
Botulinum Antitoxin	5	9	4
Botulinum Toxins	4	7	4
Botulinum Toxins, Type A	5	8	4
Botulism	3	6	4
Boutonneuse Fever	5	8	2
Bovine papillomavirus 1	6	6	2
Bovine papillomavirus 4	6	6	2
Bovine Respiratory Disease Complex	3	3	3
Bovine Virus Diarrhea-Mucosal Disease	3	6	2
Bowen's Disease	6	7	3
Bowhead Whale	9	9	1
Bowman Capsule	6	6	1
Bowman Membrane	5	5	1
Boxing	5	5	1
Braces	5	5	1
Brachial Artery	4	4	1
Brachial Plexus	5	5	1
Brachial Plexus Block	5	5	1
Brachial Plexus Neuritis	5	5	2
Brachial Plexus Neuropathies	4	4	1
Brachiaria	8	8	1
Brachiocephalic Trunk	4	4	1
Brachiocephalic Veins	4	4	1
Brachydactyly	4	5	2
Brachypodium	8	8	1
Brachyspira	3	5	2
Brachyspira hyodysenteriae	4	6	2
Brachytherapy	3	3	1
Brachyura	7	7	1
Brachyury Protein	5	5	2
Bradycardia	4	4	2
Bradykinin	4	5	7
Bradykinin B1 Receptor Antagonists	5	5	1
Bradykinin B2 Receptor Antagonists	5	7	2
Bradykinin Receptor Antagonists	4	4	1
Bradyrhizobiaceae	4	5	2
Bradyrhizobium	5	6	2
Brain	3	3	1
Brain Abscess	3	4	4
Brain Chemistry	2	3	2
Brain Concussion	4	6	6
Brain Contusion	4	6	4
Brain Cortical Thickness	3	5	3
Brain Damage, Chronic	4	5	2
Brain Death	4	7	3
Brain Diseases	3	3	1
Brain Diseases, Metabolic	3	4	2
Brain Diseases, Metabolic, Inborn	4	5	4
Brain Drain	6	8	3
Brain Edema	4	4	1
Brain Hemorrhage, Traumatic	5	7	7
Brain Infarction	5	6	6
Brain Injuries	4	4	3
Brain Injuries, Diffuse	5	5	3
Brain Injuries, Traumatic	5	5	3
Brain Injury, Chronic	5	6	5
Brain Ischemia	4	5	2
Brain Mapping	4	6	3
Brain Neoplasms	4	5	3
Brain Regeneration	3	3	1
Brain Stem	4	4	1
Brain Stem Hemorrhage, Traumatic	6	8	7
Brain Stem Infarctions	6	7	6
Brain Stem Neoplasms	6	7	3
Brain Tissue Transplantation	3	5	3
Brain Waves	3	5	4
Brain-Computer Interfaces	3	3	1
Brain-Derived Neurotrophic Factor	4	5	4
Brain-Gut Axis	3	3	1
Brainwashing	4	4	1
Branched DNA Signal Amplification Assay	3	4	2
Branchial Region	2	2	1
Branchio-Oto-Renal Syndrome	4	4	3
Branchioma	3	3	1
Brassica	8	8	1
Brassica napus	9	9	1
Brassica rapa	9	9	1
Brassicaceae	7	7	1
Brassinosteroids	4	7	3
Brazil	4	4	1
BRCA1 Protein	4	5	5
BRCA2 Protein	4	5	3
Bread	3	4	2
Breakfast	4	5	2
Breakthrough Infections	2	4	2
Breakthrough Pain	5	5	3
Breast	2	2	1
Breast Cancer Lymphedema	4	4	2
Breast Carcinoma In Situ	4	6	3
Breast Cyst	3	4	2
Breast Density	3	5	2
Breast Diseases	3	3	1
Breast Feeding	4	6	4
Breast Implantation	3	4	3
Breast Implants	3	3	1
Breast Milk Expression	5	7	3
Breast Neoplasms	3	4	2
Breast Neoplasms, Male	4	5	2
Breast Self-Examination	5	5	2
Breath Holding	4	4	1
Breath Tests	3	3	1
Breathing Exercises	4	4	2
Breech Presentation	4	7	3
Breeding	2	3	2
Brefeldin A	5	5	1
Brenner Tumor	5	8	7
Brentuximab Vedotin	4	9	4
Brettanomyces	4	4	2
Bretylium Compounds	5	5	1
Bretylium Tosylate	6	6	1
Brevibacillus	4	5	5
Brevibacterium	4	7	2
Brevibacterium flavum	5	5	1
Brevican	6	7	3
Bridge Therapy	2	2	1
Bridged Bicyclo Compounds	3	5	2
Bridged Bicyclo Compounds, Heterocyclic	3	3	1
Bridged-Ring Compounds	2	4	2
Brief Psychiatric Rating Scale	5	5	1
Brief, Resolved, Unexplained Event	4	4	3
Brimonidine Tartrate	5	5	1
Brimonidine Tartrate, Timolol Maleate Drug Combination	3	7	7
Brinolase	6	6	1
British Columbia	5	5	1
British Virgin Islands	5	5	1
Broad Ligament	3	5	3
Broadly Neutralizing Antibodies	8	8	3
Broadside	2	2	1
Broadsides as Topic	5	5	1
Broca Area	10	10	1
Brochothrix	4	6	3
Brocresine	8	8	1
Bromates	3	5	2
Bromazepam	7	7	1
Bromcresol Green	5	8	3
Bromcresol Purple	5	8	3
Bromelains	7	7	2
Bromelia	8	8	1
Bromeliaceae	7	7	1
Bromhexine	4	4	2
Bromides	4	5	2
Bromine	4	4	1
Bromine Compounds	2	2	1
Bromine Radioisotopes	4	4	1
Bromisovalum	4	4	1
Bromobenzenes	5	6	2
Bromobenzoates	5	7	2
Bromochlorofluorocarbons	5	6	3
Bromocriptine	5	5	3
Bromodeoxycytidine	5	7	3
Bromodeoxyuridine	5	7	3
Bromodomain Containing Proteins	5	5	3
Bromosuccinimide	4	6	2
Bromotrichloromethane	5	6	2
Bromouracil	6	6	1
Bromoviridae	3	4	2
Bromovirus	4	5	3
Brompheniramine	5	5	1
Bromphenol Blue	5	7	3
Bromthymol Blue	5	7	3
Bromus	8	8	1
Bronchi	3	3	1
Bronchial Arteries	4	4	1
Bronchial Diseases	2	2	1
Bronchial Fistula	3	5	3
Bronchial Hyperreactivity	3	3	1
Bronchial Neoplasms	3	6	3
Bronchial Provocation Tests	5	5	1
Bronchial Spasm	3	3	1
Bronchial Thermoplasty	5	5	2
Bronchiectasis	3	3	1
Bronchioles	4	4	1
Bronchiolitis	4	5	4
Bronchiolitis Obliterans	5	6	2
Bronchiolitis Obliterans Syndrome	3	8	3
Bronchiolitis, Viral	3	6	5
Bronchitis	3	4	4
Bronchitis, Chronic	4	6	6
Bronchoalveolar Lavage	3	3	1
Bronchoalveolar Lavage Fluid	4	4	1
Bronchoconstriction	5	5	1
Bronchoconstrictor Agents	5	6	2
Bronchodilator Agents	6	6	2
Bronchogenic Cyst	3	4	4
Bronchography	4	6	2
Bronchomalacia	4	5	4
Bronchopneumonia	3	4	4
Bronchopulmonary Dysplasia	4	5	2
Bronchopulmonary Sequestration	3	4	2
Bronchoscopes	4	4	2
Bronchoscopy	4	5	4
Bronchospirometry	6	6	1
Broussonetia	10	10	1
Brown Recluse Spider	7	7	1
Brown-Sequard Syndrome	5	6	2
Brucea	8	8	1
Brucea javanica	9	9	1
Brucella	5	6	2
Brucella abortus	6	7	2
Brucella canis	6	7	2
Brucella melitensis	6	7	2
Brucella ovis	6	7	2
Brucella suis	6	7	2
Brucella Vaccine	5	5	1
Brucellaceae	4	5	2
Brucellosis	5	5	1
Brucellosis, Bovine	3	6	3
Bruch Membrane	4	5	2
Brugada Syndrome	3	4	3
Brugia	9	9	1
Brugia malayi	10	10	1
Brugia pahangi	10	10	1
Brugmansia	9	9	1
Brunei	4	4	1
Brunner Glands	5	6	2
Bruxism	3	4	3
Bryonia	8	8	1
Bryophyta	5	5	1
Bryopsida	6	6	1
Bryostatins	5	6	6
Bryozoa	4	4	1
BTB-POZ Domain	9	9	1
Buchnera	3	5	2
Bucladesine	5	8	4
Bucrylate	4	7	7
Budd-Chiari Syndrome	3	6	2
Buddhism	3	3	1
Buddleja	9	9	1
Budesonide	7	7	1
Budesonide, Formoterol Fumarate Drug Combination	3	8	4
Budgets	4	4	1
Bufanolides	6	6	1
Bufexamac	5	7	4
Buffaloes	9	9	1
Buffers	4	4	1
Bufo arenarum	8	8	1
Bufo bufo	8	8	1
Bufo marinus	8	8	1
Bufonidae	7	7	1
Buformin	5	5	1
Bufotenin	4	7	4
Building Codes	4	4	1
Built Environment	4	4	1
Bulbar Palsy, Progressive	4	4	2
Bulbo-Spinal Atrophy, X-Linked	4	5	6
Bulbourethral Glands	3	4	2
Bulgaria	4	4	1
Bulimia	5	5	1
Bulimia Nervosa	3	3	1
Bulinus	7	7	1
Bulk Drugs	2	2	1
Bullying	4	5	3
Bumetanide	4	9	4
Bunaftine	4	7	2
Bundle of His	4	4	1
Bundle-Branch Block	5	5	3
Bungarotoxins	5	6	2
Bungarus	7	9	3
Bungarus multicinctus	8	10	3
Bunion	4	4	1
Bunion, Tailor's	5	5	1
Bunolol	5	8	5
Bunyamwera virus	6	6	1
Bunyaviridae	4	4	1
Bunyaviridae Infections	4	4	1
Bupivacaine	4	5	2
Bupleurum	8	8	1
Bupranolol	6	6	3
Buprenorphine	4	5	4
Buprenorphine, Naloxone Drug Combination	3	6	9
Bupropion	4	4	1
Burial	6	6	1
Burimamide	4	5	2
Burkholderia	6	6	1
Burkholderia cenocepacia	8	8	1
Burkholderia cepacia	8	8	1
Burkholderia cepacia complex	7	7	1
Burkholderia gladioli	7	7	1
Burkholderia Infections	5	5	1
Burkholderia mallei	7	7	1
Burkholderia pseudomallei	7	7	1
Burkholderiaceae	5	5	2
Burkholderiales	4	4	1
Burkina Faso	5	5	1
Burkitt Lymphoma	5	7	5
Burn Units	5	5	1
Burning Mouth Syndrome	3	3	1
Burnout, Professional	3	6	3
Burnout, Psychological	4	5	2
Burns	2	2	1
Burns, Chemical	3	3	1
Burns, Electric	3	3	2
